config_id,split,mode,m,max_edges,edge_selection,channel_set,preprocess,label_shift_ms,stride,epochs,mfg_feature_mode,ema_half_life_s,train_series,val_series,baseline_windows_ms,baseline_lags_ms,edges_used,baseline_auc,mfg_auc,combined_auc,baseline_ap,mfg_ap,combined_ap,combined_minus_baseline,mfg_minus_baseline,result_dir
47,1-2-3-4-5-6-7|8,corr,2,4,event_union,ocular_proxy_only,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.6545389291671821,0.5298966042784846,0.637458470966837,0.0836471816083481,0.050726961933912434,0.06832222416698618,-0.017080458200345094,-0.12464232488869753,out\classification_controls\runs\cfg_047
63,1-2-3-4-5-6-7|8,corr,2,8,event_union,ocular_proxy_only,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.6545389291671821,0.5298966042784846,0.637458470966837,0.0836471816083481,0.050726961933912434,0.06832222416698618,-0.017080458200345094,-0.12464232488869753,out\classification_controls\runs\cfg_063
18,1-2-3-4-5-6|7,corr,2,8,event_union,all32,car_only,500.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,48,0.6476376569588321,0.5562934765174776,0.6296319879888922,0.06476721060159406,0.04478620768049044,0.058695059037113854,-0.018005668969939936,-0.0913441804413545,out\classification_controls\runs\cfg_018
57,1-2-3-4-5-6-7|8,corr,2,8,event_union,motor_premotor,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,32,0.645099976971967,0.5403749572158323,0.6238041696055815,0.06271967926028775,0.044675724020440184,0.05814146830133062,-0.021295807366385477,-0.10472501975613469,out\classification_controls\runs\cfg_057
35,1-2-3-4-5-6-7|8,corr,2,4,event_union,all32,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.6783128337025519,0.5324354432108772,0.6569714473334148,0.08353600227672243,0.04455007918780801,0.07444358730891783,-0.021341386369137072,-0.1458773904916747,out\classification_controls\runs\cfg_035
45,1-2-3-4-5-6-7|8,corr,2,4,event_union,ocular_proxy_only,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.7155743993755062,0.556164396724082,0.6935554462084568,0.10125941944406902,0.05997796793490598,0.08488787788538717,-0.022018953167049382,-0.15941000265142413,out\classification_controls\runs\cfg_045
61,1-2-3-4-5-6-7|8,corr,2,8,event_union,ocular_proxy_only,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.7155743993755062,0.556164396724082,0.6935554462084568,0.10125941944406902,0.05997796793490598,0.08488787788538717,-0.022018953167049382,-0.15941000265142413,out\classification_controls\runs\cfg_061
48,1-2-3-4-5-6-7|8,corr,2,4,event_union,ocular_proxy_only,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.6321537663093627,0.5133451036228215,0.610020902060961,0.08534712254699882,0.04703668140784859,0.05662229351869019,-0.022132864248401662,-0.11880866268654122,out\classification_controls\runs\cfg_048
64,1-2-3-4-5-6-7|8,corr,2,8,event_union,ocular_proxy_only,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,8,0.6321537663093627,0.5133451036228215,0.610020902060961,0.08534712254699882,0.04703668140784859,0.05662229351869019,-0.022132864248401662,-0.11880866268654122,out\classification_controls\runs\cfg_064
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,24,0.6892334186327811,0.5724956115405305,0.662245139952786,0.07281816508017112,0.04691173018254724,0.06960140014916796,-0.026988278679995092,-0.11673780709225057,out\classification_controls\runs\cfg_001
40,1-2-3-4-5-6-7|8,corr,2,4,event_union,no_fp1_fp2,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.7036523226062247,0.5280623058820147,0.6734133707973294,0.08945239735606637,0.04084353763243715,0.0721935029966473,-0.030238951808895242,-0.17559001672420993,out\classification_controls\runs\cfg_040
60,1-2-3-4-5-6-7|8,corr,2,8,event_union,motor_premotor,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,32,0.6699066601567001,0.5464782055082847,0.6264326637912516,0.07458543905943121,0.04264774810671515,0.05531248279490775,-0.043473996365448464,-0.12342845464841534,out\classification_controls\runs\cfg_060
41,1-2-3-4-5-6-7|8,corr,2,4,event_union,motor_premotor,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,20,0.645099976971967,0.5146911030697022,0.6002814328473808,0.06271967926028775,0.043290529357678305,0.05518584961863816,-0.04481854412458619,-0.13040887390226474,out\classification_controls\runs\cfg_041
25,1-2-3-4-5-6|7,corr,2,8,event_union,motor_premotor,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,32,0.6456223583424257,0.5664324899240373,0.5937749679469649,0.05549252847564484,0.04500054210480676,0.04879874212199823,-0.05184739039546071,-0.07918986841838838,out\classification_controls\runs\cfg_025
